step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
37500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.200580867824663	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
38000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.169905183264926	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
38500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.120240967458099	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
39000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.160996491687610	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
39500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.159334154861883	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
40000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.145523314729800	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
40500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.148953173237387	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
41000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.201389692853187	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
41500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.154334445579854	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
42000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.176403024561128	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
42500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.209566857249971	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
43000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.153234499497475	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
43500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.167586749623243	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
44000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.187192341295336	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
44500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.200236011515533	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
45000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.197520525408340	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
45500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.160286001002377	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
46000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.173567069161536	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
46500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.152054497859405	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
47000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.147719281568544	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
47500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.128199082374673	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
48000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.136413077332394	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
48500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.199791984675138	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
49000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.136934977115364	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
49500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.146324679193726	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
50000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.149902663468220	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
50500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.179359279576645	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
51000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.175329112126739	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
51500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.159521136169461	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
52000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.167338262379714	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
52500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.171344283914408	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
53000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.198710102403929	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
53500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.197513141596424	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
54000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.148622476494670	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
54500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.196779078358380	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
55000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.166905807668581	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
55500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.146589700740467	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
56000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.187918441829712	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
56500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.185859970382797	1	3	5	7	8	10	9	8	10	9	9	10	10	11	10	11	11	13	10	11	11	12	12	13	13	12	13	15	13	13	15	15	18	16	17	16	16	16	18	18	16	18	18	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	4	4	5	4	4	5	5	5	5	5	5	6	5	5	5	6	6	6	6	6	6	7	6	6	7	7	9	8	8	8	8	8	9	9	8	9	9	9	10	10	10
